id,movieName,castName,award,,,
1669,"Art Direction: John B. Goodman, Alexander Golitzen; Interior Decoration: Russell A. Gausman, Ira S. Webb",The Climax ,Art Direction (Color),,,
1670,"Art Direction: Lionel Banks, Cary Odell; Interior Decoration: Fay Babcock",Cover Girl ,Art Direction (Color),,,
1671,Art Direction: Charles Novi,The Desert Song ,Art Direction (Color),,,
1672,"Art Direction: Cedric Gibbons, Daniel B. Cathcart; Interior Decoration: Edwin B. Willis, Richard Pefferle",Kismet ,Art Direction (Color),,,
1673,"Art Direction: Hans Dreier, Raoul Pene du Bois; Interior Decoration: Ray Moyer",Lady in the Dark ,Art Direction (Color),,,
1674,Art Direction: Ernst Fegte,The Princess and the Pirate ,Art Direction (Color),,,
1675,Art Direction: Wiard Ihnen,Wilson ,Art Direction (Color),,,
1676,John Seitz,Double Indemnity ,Cinematography (Black and White),,,
1677,Sidney Wagner,Dragon Seed ,Cinematography (Black and White),,,
1678,Joseph Ruttenberg,Gaslight ,Cinematography (Black and White),,,
1679,Lionel Lindon,Going My Way ,Cinematography (Black and White),,,
1680,Joseph LaShelle,Laura ,Cinematography (Black and White),,,
1681,Glen MacWilliams,Lifeboat ,Cinematography (Black and White),,,
1682,"Stanley Cortez, Lee Garmes",Since You Went Away ,Cinematography (Black and White),,,
1683,"Robert Surtees, Harold Rosson",Thirty Seconds over Tokyo ,Cinematography (Black and White),,,
1684,Charles Lang,The Uninvited ,Cinematography (Black and White),,,
1685,George Folsey,The White Cliffs of Dover ,Cinematography (Black and White),,,
1686,"Rudolph Maté, Allen M. Davey",Cover Girl ,Cinematography (Color),,,
1687,Edward Cronjager,Home in Indiana ,Cinematography (Color),,,
1688,Charles Rosher,Kismet ,Cinematography (Color),,,
1689,Ray Rennahan,Lady in the Dark ,Cinematography (Color),,,
1690,George Folsey,Meet Me in St. Louis ,Cinematography (Color),,,
1691,Leon Shamroy,Wilson ,Cinematography (Color),,,
1692,Billy Wilder,Double Indemnity ,Directing,,,
1693,Leo McCarey,Going My Way ,Directing,,,
1694,Otto Preminger,Laura ,Directing,,,
1695,Alfred Hitchcock,Lifeboat ,Directing,,,
1696,Henry King,Wilson ,Directing,,,
1697,United States Navy,The Fighting Lady ,Documentary (Feature),,,
1698,United States Army Air Force,Resisting Enemy Interrogation ,Documentary (Feature),,,
1699,United States Office of War Information Overseas Motion Picture Bureau,Arturo Toscanini ,Documentary (Short Subject),,,
1700,RKO Radio,New Americans ,Documentary (Short Subject),,,
1701,United States Marine Corps,With the Marines at Tarawa ,Documentary (Short Subject),,,
1702,Leroy Stone,Going My Way ,Film Editing,,,
1703,Owen Marks,Janie ,Film Editing,,,
1704,Roland Gross,None but the Lonely Heart ,Film Editing,,,
1705,"Hal C. Kern, James E. Newcom",Since You Went Away ,Film Editing,,,
1706,Barbara McLean,Wilson ,Film Editing,,,
1707,"Morris Stoloff, Ernst Toch",Address Unknown ,Music (Music Score of a Dramatic or Comedy Picture),,,
1708,Max Steiner,The Adventures of Mark Twain ,Music (Music Score of a Dramatic or Comedy Picture),,,
1709,Dimitri Tiomkin,The Bridge of San Luis Rey ,Music (Music Score of a Dramatic or Comedy Picture),,,
1710,Arthur Lange,Casanova Brown ,Music (Music Score of a Dramatic or Comedy Picture),,,
1711,H. J. Salter,Christmas Holiday ,Music (Music Score of a Dramatic or Comedy Picture),,,
1712,Miklos Rozsa,Double Indemnity ,Music (Music Score of a Dramatic or Comedy Picture),,,
1713,"Walter Scharf, Roy Webb",The Fighting Seabees ,Music (Music Score of a Dramatic or Comedy Picture),,,
1714,"Edward Paul, Michel Michelet",The Hairy Ape ,Music (Music Score of a Dramatic or Comedy Picture),,,
1715,Robert Stolz,It Happened Tomorrow ,Music (Music Score of a Dramatic or Comedy Picture),,,
1716,Frederic Efrem Rich,Jack London ,Music (Music Score of a Dramatic or Comedy Picture),,,
1717,Herbert Stothart,Kismet ,Music (Music Score of a Dramatic or Comedy Picture),,,
1718,"Hanns Eisler, C. Bakaleinikoff",None but the Lonely Heart ,Music (Music Score of a Dramatic or Comedy Picture),,,
1719,David Rose,The Princess and the Pirate ,Music (Music Score of a Dramatic or Comedy Picture),,,
1720,Max Steiner,Since You Went Away ,Music (Music Score of a Dramatic or Comedy Picture),,,
1721,Karl Hajos,Summer Storm ,Music (Music Score of a Dramatic or Comedy Picture),,,
1722,Franke Harling,Three Russian Girls ,Music (Music Score of a Dramatic or Comedy Picture),,,
1723,Edward Paul,Up in Mabel's Room ,Music (Music Score of a Dramatic or Comedy Picture),,,
1724,Michel Michelet,Voice in the Wind ,Music (Music Score of a Dramatic or Comedy Picture),,,
1725,Alfred Newman,Wilson ,Music (Music Score of a Dramatic or Comedy Picture),,,
1726,Miklos Rozsa,Woman of the Town ,Music (Music Score of a Dramatic or Comedy Picture),,,
1727,Walter Scharf,Brazil ,Music (Scoring of a Musical Picture),,,
1728,"Morris Stoloff, Carmen Dragon",Cover Girl ,Music (Scoring of a Musical Picture),,,
1729,C. Bakaleinikoff,Higher and Higher ,Music (Scoring of a Musical Picture),,,
1730,Ray Heindorf,Hollywood Canteen ,Music (Scoring of a Musical Picture),,,
1731,Alfred Newman,Irish Eyes Are Smiling ,Music (Scoring of a Musical Picture),,,
1732,"Werner R. Heymann, Kurt Weill",Knickerbocker Holiday ,Music (Scoring of a Musical Picture),,,
1733,Robert Emmett Dolan,Lady in the Dark ,Music (Scoring of a Musical Picture),,,
1734,Edward Kay,"Lady, Let's Dance ",Music (Scoring of a Musical Picture),,,
1735,Georgie Stoll,Meet Me in St. Louis ,Music (Scoring of a Musical Picture),,,
1736,H. J. Salter,The Merry Monahans ,Music (Scoring of a Musical Picture),,,
1737,"Ferde Grofe, Leo Erdody",Minstrel Man ,Music (Scoring of a Musical Picture),,,
1738,Mahlon Merrick,Sensations of 1945 ,Music (Scoring of a Musical Picture),,,
1739,Charles Previn,Song of the Open Road ,Music (Scoring of a Musical Picture),,,
1740,"Ray Heindorf, Louis Forbes",Up in Arms ,Music (Scoring of a Musical Picture),,,
1741,Music by Jimmy McHugh,"""I Couldn't Sleep A Wink Last Night"" from Higher and Higher",Music (Song),,,
1742,Music by Jule Styne,"""I'll Walk Alone"" from Follow the Boys",Music (Song),,,
1743,Music by James V. Monaco,"""I'm Making Believe"" from Sweet and Lowdown",Music (Song),,,
1744,Music by Jerome Kern,"""Long Ago And Far Away"" from Cover Girl",Music (Song),,,
1745,Music by Harold Arlen,"""Now I Know"" from Up in Arms",Music (Song),,,
1746,Music by Harry Revel,"""Remember Me To Carolina"" from Minstrel Man",Music (Song),,,
1747,Music by Ary Barroso,"""Rio De Janeiro"" from Brazil",Music (Song),,,
1748,Music by Lew Pollack,"""Silver Shadows And Golden Dreams"" from Lady, Let's Dance",Music (Song),,,
1749,Music by M. K. Jerome,"""Sweet Dreams Sweetheart"" from Hollywood Canteen",Music (Song),,,
1750,Music by James Van Heusen,"""Swinging On A Star"" from Going My Way",Music (Song),,,
1751,Music by Walter Kent,"""Too Much In Love"" from Song of the Open Road",Music (Song),,,
1752,Music and Lyrics by Ralph Blane and Hugh Martin,"""The Trolley Song"" from Meet Me in St. Louis",Music (Song),,,
1753,Paramount,Double Indemnity ,Best Motion Picture,,,
1754,Metro-Goldwyn-Mayer,Gaslight ,Best Motion Picture,,,
1755,Paramount,Going My Way ,Best Motion Picture,,,
1756,Selznick International Pictures,Since You Went Away ,Best Motion Picture,,,
1757,20th Century-Fox,Wilson ,Best Motion Picture,,,
1758,"George Pal, Producer",And to Think I Saw It on Mulberry Street ,Short Subject (Cartoon),,,
1759,Screen Gems,"Dog, Cat and Canary ",Short Subject (Cartoon),,,
1760,"Walter Lantz, Producer",Fish Fry ,Short Subject (Cartoon),,,
1761,"Walt Disney, Producer",How to Play Football ,Short Subject (Cartoon),,,
1762,"Frederick C. Quimby, Producer",Mouse Trouble ,Short Subject (Cartoon),,,
1763,"Paul Terry, Producer",My Boy Johnny ,Short Subject (Cartoon),,,
1764,Warner Brothers,Swooner Crooner ,Short Subject (Cartoon),,,
1765,"Edmund Reek, Producer",Blue Grass Gentlemen ,Short Subject (One Reel),,,
1766,"Gordon Hollingshead, Producer",Jammin' the Blues ,Short Subject (One Reel),,,
1767,"Pete Smith, Producer",Movie Pests ,Short Subject (One Reel),,,
1768,"Ralph Staub, Producer",Screen Snapshots' 50th Anniversary of Motion Pictures ,Short Subject (One Reel),,,
1769,"Jerry Fairbanks, Producer",Who's Who in Animal Land ,Short Subject (One Reel),,,
1770,"Louis Harris, Producer",Bombalera ,Short Subject (Two Reel),,,
1771,"Gordon Hollingshead, Producer",I Won't Play ,Short Subject (Two Reel),,,
1772,"Jerry Bresler, Producer; Herbert Moulton, Associate Producer",Main Street Today ,Short Subject (Two Reel),,,
1773,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Brazil ,Sound Recording,,,
1774,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",Casanova Brown ,Sound Recording,,,
1775,"Columbia Studio Sound Department, John Livadary, Sound Director",Cover Girl ,Sound Recording,,,
1776,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Double Indemnity ,Sound Recording,,,
1777,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",His Butler's Sister ,Sound Recording,,,
1778,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director",Hollywood Canteen ,Sound Recording,,,
1779,"Sound Service, Inc., Jack Whitney, Sound Director",It Happened Tomorrow ,Sound Recording,,,
1780,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Kismet ,Sound Recording,,,
1781,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",Music in Manhattan ,Sound Recording,,,
1782,"RCA Sound, W. M. Dalgleish, Sound Director",Voice in the Wind ,Sound Recording,,,
1783,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Wilson ,Sound Recording,,,
1784,"Photographic Effects by Paul Detlefsen, John Crouse; Sound Effects by Nathan Levinson",The Adventures of Mark Twain ,Special Effects,,,
1785,"Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart, Roy Granville",Days of Glory ,Special Effects,,,
1786,"Photographic Effects by David Allen, Ray Cory, Robert Wright; Sound Effects by Russell Malmgren, Harry Kusnick",Secret Command ,Special Effects,,,
1787,Photographic Effects by John R. Cosgrove,Since You Went Away ,Special Effects,,,
1788,"Photographic Effects by Gordon Jennings, Farciot Edouart; Sound Effects by George Dutton",The Story of Dr. Wassell ,Special Effects,,,
1789,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Warren Newcombe; Sound Effects by Douglas Shearer",Thirty Seconds over Tokyo ,Special Effects,,,
1790,Photographic Effects by Fred Sersen,Wilson ,Special Effects,,,
1791,Leo McCarey,Going My Way ,Writing (Original Motion Picture Story),,,
1792,"Chandler Sprague, David Boehm",A Guy Named Joe ,Writing (Original Motion Picture Story),,,
1793,John Steinbeck,Lifeboat ,Writing (Original Motion Picture Story),,,
1794,"Alfred Neumann, Joseph Than",None Shall Escape ,Writing (Original Motion Picture Story),,,
1795,"Edward Doherty, Jules Schermer",The Sullivans ,Writing (Original Motion Picture Story),,,
1796,Preston Sturges,Hail the Conquering Hero ,Writing (Original Screenplay),,,
1797,Preston Sturges,The Miracle of Morgan's Creek ,Writing (Original Screenplay),,,
1798,"Richard Connell, Gladys Lehman",Two Girls and a Sailor ,Writing (Original Screenplay),,,
1799,Lamar Trotti,Wilson ,Writing (Original Screenplay),,,
1800,Jerome Cady,Wing and a Prayer ,Writing (Original Screenplay),,,
1801,"Billy Wilder, Raymond Chandler",Double Indemnity ,Writing (Screenplay),,,
1802,"John Van Druten, Walter Reisch, John L. Balderston",Gaslight ,Writing (Screenplay),,,
1803,"Frank Butler, Frank Cavett",Going My Way ,Writing (Screenplay),,,
1804,"Jay Dratler, Samuel Hoffenstein, Betty Reinhardt",Laura ,Writing (Screenplay),,,
1805,"Irving Brecher, Fred F. Finklehoffe",Meet Me in St. Louis ,Writing (Screenplay),,,
1806,,Margaret O'Brien,Special Award,,,
1807,,Bob Hope,Special Award,,,
1808,,Darryl F. Zanuck,Irving G. Thalberg Memorial Award,,,
1809,The Bells of St. Mary's,Bing Crosby,Actor,,,
1810,Anchors Aweigh,Gene Kelly,Actor,,,
1811,The Lost Weekend,Ray Milland,Actor,,,
1812,The Keys of the Kingdom,Gregory Peck,Actor,,,
1813,A Song to Remember,Cornel Wilde,Actor,,,
1814,Spellbound,Michael Chekhov,Actor in a Supporting Role,,,
1815,The Corn Is Green,John Dall,Actor in a Supporting Role,,,
1816,A Tree Grows in Brooklyn,James Dunn,Actor in a Supporting Role,,,
1817,G. I. Joe,Robert Mitchum,Actor in a Supporting Role,,,
1818,A Medal for Benny,J. Carrol Naish,Actor in a Supporting Role,,,
1819,The Bells of St. Mary's,Ingrid Bergman,Actress,,,
1820,Mildred Pierce,Joan Crawford,Actress,,,
1821,The Valley of Decision,Greer Garson,Actress,,,
1822,Love Letters,Jennifer Jones,Actress,,,
1823,Leave Her to Heaven,Gene Tierney,Actress,,,
1824,Mildred Pierce,Eve Arden,Actress in a Supporting Role,,,
1825,Mildred Pierce,Ann Blyth,Actress in a Supporting Role,,,
1826,The Picture of Dorian Gray,Angela Lansbury,Actress in a Supporting Role,,,
1827,The Corn Is Green,Joan Lorring,Actress in a Supporting Role,,,
1828,National Velvet,Anne Revere,Actress in a Supporting Role,,,
1829,Art Direction: Wiard Ihnen,Blood on the Sun ,Art Direction (Black and White),,,
1830,"Art Direction: Albert S. D'Agostino, Jack Okey; Interior Decoration: Darrell Silvera, Claude Carpenter",Experiment Perilous ,Art Direction (Black and White),,,
1831,"Art Direction: James Basevi, William Darling; Interior Decoration: Thomas Little, Frank E. Hughes",The Keys of the Kingdom ,Art Direction (Black and White),,,
1832,"Art Direction: Hans Dreier, Roland Anderson; Interior Decoration: Sam Comer, Ray Moyer",Love Letters ,Art Direction (Black and White),,,
1833,"Art Direction: Cedric Gibbons, Hans Peters; Interior Decoration: Edwin B. Willis, Hugh Hunt, John Bonar",The Picture of Dorian Gray ,Art Direction (Black and White),,,
1834,"Art Direction: Hans Dreier, Ernst Fegte; Interior Decoration: Sam Comer",Frenchman's Creek ,Art Direction (Color),,,
1835,"Art Direction: Lyle Wheeler, Maurice Ransford; Interior Decoration: Thomas Little",Leave Her to Heaven ,Art Direction (Color),,,
1836,"Art Direction: Cedric Gibbons, Urie McCleary; Interior Decoration: Edwin B. Willis, Mildred Griffiths",National Velvet ,Art Direction (Color),,,
1837,Art Direction: Ted Smith,San Antonio ,Art Direction (Color),,,
1838,"Art Direction: Stephen Goosson, Rudolph Sternad; Interior Decoration: Frank Tuttle",A Thousand and One Nights ,Art Direction (Color),,,
1839,Arthur Miller,The Keys of the Kingdom ,Cinematography (Black and White),,,
1840,John F. Seitz,The Lost Weekend ,Cinematography (Black and White),,,
1841,Ernest Haller,Mildred Pierce ,Cinematography (Black and White),,,
1842,Harry Stradling,The Picture of Dorian Gray ,Cinematography (Black and White),,,
1843,George Barnes,Spellbound ,Cinematography (Black and White),,,
1844,"Robert Planck, Charles Boyle",Anchors Aweigh ,Cinematography (Color),,,
1845,Leon Shamroy,Leave Her to Heaven ,Cinematography (Color),,,
1846,Leonard Smith,National Velvet ,Cinematography (Color),,,
1847,"Tony Gaudio, Allen M. Davey",A Song to Remember ,Cinematography (Color),,,
1848,George Barnes,The Spanish Main ,Cinematography (Color),,,
1849,Leo McCarey,The Bells of St. Mary's ,Directing,,,
1850,Billy Wilder,The Lost Weekend ,Directing,,,
1851,Clarence Brown,National Velvet ,Directing,,,
1852,Jean Renoir,The Southerner ,Directing,,,
1853,Alfred Hitchcock,Spellbound ,Directing,,,
1854,United States Army Air Force,The Last Bomb ,Documentary (Feature),,,
1855,The Governments of Great Britain and the United States of America,The True Glory ,Documentary (Feature),,,
1856,"Gordon Hollingshead, Producer",Hitler Lives? ,Documentary (Short Subject),,,
1857,United States Office of War Information Overseas Motion Picture Bureau,Library of Congress ,Documentary (Short Subject),,,
1858,United States Marine Corps,To the Shores of Iwo Jima ,Documentary (Short Subject),,,
1859,Harry Marker,The Bells of St. Mary's ,Film Editing,,,
1860,Doane Harrison,The Lost Weekend ,Film Editing,,,
1861,Robert J. Kern,National Velvet ,Film Editing,,,
1862,George Amy,"Objective, Burma! ",Film Editing,,,
1863,Charles Nelson,A Song to Remember ,Film Editing,,,
1864,Robert Emmett Dolan,The Bells of St. Mary's ,Music (Music Score of a Dramatic or Comedy Picture),,,
1865,Lou Forbes,Brewster's Millions ,Music (Music Score of a Dramatic or Comedy Picture),,,
1866,Werner Janssen,Captain Kidd ,Music (Music Score of a Dramatic or Comedy Picture),,,
1867,Roy Webb,The Enchanted Cottage ,Music (Music Score of a Dramatic or Comedy Picture),,,
1868,"Morton Scott, Dale Butts",Flame of Barbary Coast ,Music (Music Score of a Dramatic or Comedy Picture),,,
1869,Edward J. Kay,G. I. Honeymoon ,Music (Music Score of a Dramatic or Comedy Picture),,,
1870,"Louis Applebaum, Ann Ronell",G. I. Joe ,Music (Music Score of a Dramatic or Comedy Picture),,,
1871,Werner Janssen,Guest in the House ,Music (Music Score of a Dramatic or Comedy Picture),,,
1872,Daniele Amfitheatrof,Guest Wife ,Music (Music Score of a Dramatic or Comedy Picture),,,
1873,Alfred Newman,The Keys of the Kingdom ,Music (Music Score of a Dramatic or Comedy Picture),,,
1874,Miklos Rozsa,The Lost Weekend ,Music (Music Score of a Dramatic or Comedy Picture),,,
